period,k,kq,vol,vol_dc,p_itm_p,p_exp,p_max,c_itm_p,c_exp,c_max,scale_t2,scalep_t2,scalen_t2,lmean_t2
730,1.4149,0.75,0.014,3,0.75,0.2551,0.5386,0.25,0.0694,0.116,0.3132,0.2999,0.3277,0.1418
730,1.4421,0.77,0.014,3,0.77,0.274,0.5633,0.23,0.0635,0.1069,0.3132,0.2999,0.3277,0.1418
730,1.4712,0.79,0.014,3,0.79,0.2947,0.5897,0.21,0.0578,0.0979,0.3132,0.2999,0.3277,0.1418
730,1.5032,0.81,0.014,3,0.81,0.3182,0.6189,0.19,0.0521,0.0888,0.3132,0.2999,0.3277,0.1418
730,1.5351,0.83,0.014,3,0.83,0.3421,0.6479,0.17,0.047,0.0805,0.3132,0.2999,0.3277,0.1418
730,1.5726,0.85,0.014,3,0.85,0.3708,0.682,0.15,0.0417,0.0719,0.3132,0.2999,0.3277,0.1418
730,1.6233,0.87,0.014,3,0.8699,0.4106,0.7281,0.13,0.0354,0.0618,0.3132,0.2999,0.3277,0.1418
730,1.6733,0.89,0.014,3,0.89,0.4508,0.7736,0.11,0.0301,0.0532,0.3132,0.2999,0.3277,0.1418
730,1.7288,0.91,0.014,3,0.91,0.4964,0.824,0.0899,0.0252,0.0452,0.3132,0.2999,0.3277,0.1418
730,1.8057,0.93,0.014,3,0.93,0.5609,0.8939,0.07,0.0198,0.0362,0.3132,0.2999,0.3277,0.1418
730,1.9048,0.95,0.014,3,0.95,0.6458,0.984,0.05,0.0146,0.0273,0.3132,0.2999,0.3277,0.1418
730,2.0892,0.97,0.014,3,0.97,0.8072,1.1517,0.03,0.0083,0.0164,0.3132,0.2999,0.3277,0.1418
730,2.4479,0.99,0.014,3,0.9899,1.1278,1.4779,0.01,0.0028,0.0062,0.3132,0.2999,0.3277,0.1418
730,0.4265,0.01,0.0155,4,0.01,0.0009,0.0042,0.99,0.7271,0.9198,0.329,0.3202,0.3383,0.1515
730,0.5727,0.03,0.0155,4,0.03,0.0034,0.0123,0.9699,0.5972,0.7875,0.329,0.3202,0.3383,0.1515
730,0.6564,0.05,0.0155,4,0.05,0.0064,0.022,0.95,0.5246,0.7118,0.329,0.3202,0.3383,0.1515
730,0.7147,0.07,0.0155,4,0.07,0.0096,0.0322,0.9299,0.475,0.6591,0.329,0.3202,0.3383,0.1515
730,0.7574,0.09,0.0155,4,0.09,0.0127,0.0419,0.91,0.4395,0.6205,0.329,0.3202,0.3383,0.1515
730,0.7896,0.11,0.0155,4,0.11,0.0156,0.0509,0.89,0.4132,0.5913,0.329,0.3202,0.3383,0.1515
730,0.8177,0.13,0.0155,4,0.13,0.0187,0.0601,0.8699,0.3909,0.5659,0.329,0.3202,0.3383,0.1515
730,0.8455,0.15,0.0155,4,0.15,0.0223,0.0707,0.85,0.3693,0.5407,0.329,0.3202,0.3383,0.1515
730,0.8689,0.17,0.0155,4,0.1699,0.0257,0.0808,0.83,0.3516,0.5196,0.329,0.3202,0.3383,0.1515
730,0.8944,0.19,0.0155,4,0.19,0.0299,0.0935,0.8099,0.3327,0.4965,0.329,0.3202,0.3383,0.1515
730,0.9172,0.21,0.0155,4,0.21,0.0341,0.1063,0.79,0.3162,0.4758,0.329,0.3202,0.3383,0.1515
730,0.9394,0.23,0.0155,4,0.23,0.0386,0.1201,0.77,0.3006,0.4558,0.329,0.3202,0.3383,0.1515
730,0.9592,0.25,0.0155,4,0.25,0.0429,0.1339,0.7499,0.287,0.4378,0.329,0.3202,0.3383,0.1515
730,0.9787,0.27,0.0155,4,0.27,0.0476,0.1487,0.73,0.274,0.4202,0.329,0.3202,0.3383,0.1515
730,0.9957,0.29,0.0155,4,0.29,0.0519,0.1627,0.71,0.263,0.4048,0.329,0.3202,0.3383,0.1515
730,1.0133,0.31,0.0155,4,0.31,0.0567,0.1784,0.69,0.2519,0.3891,0.329,0.3202,0.3383,0.1515
730,1.0313,0.33,0.0155,4,0.33,0.062,0.1947,0.67,0.2409,0.3735,0.329,0.3202,0.3383,0.1515
730,1.0484,0.35,0.0155,4,0.35,0.0673,0.2102,0.65,0.2307,0.3589,0.329,0.3202,0.3383,0.1515
730,1.0659,0.37,0.0155,4,0.3699,0.0731,0.226,0.63,0.2206,0.3445,0.329,0.3202,0.3383,0.1515
730,1.084,0.39,0.0155,4,0.39,0.0794,0.2424,0.61,0.2106,0.33,0.329,0.3202,0.3383,0.1515
730,1.1006,0.41,0.0155,4,0.41,0.0854,0.2574,0.59,0.2016,0.3171,0.329,0.3202,0.3383,0.1515
730,1.1173,0.43,0.0155,4,0.4299,0.0919,0.2725,0.5699,0.1929,0.3044,0.329,0.3202,0.3383,0.1515
730,1.1333,0.45,0.0155,4,0.45,0.0983,0.287,0.55,0.1849,0.2927,0.329,0.3202,0.3383,0.1515
730,1.1495,0.47,0.0155,4,0.47,0.1051,0.3016,0.5299,0.177,0.2812,0.329,0.3202,0.3383,0.1515
730,1.1659,0.49,0.0155,4,0.49,0.1123,0.3165,0.51,0.1693,0.2698,0.329,0.3202,0.3383,0.1515
730,1.1833,0.51,0.0155,4,0.51,0.1202,0.3322,0.49,0.1616,0.2583,0.329,0.3202,0.3383,0.1515
730,1.2017,0.53,0.0155,4,0.53,0.1289,0.3489,0.47,0.1536,0.2464,0.329,0.3202,0.3383,0.1515
730,1.2186,0.55,0.0155,4,0.55,0.1373,0.3642,0.45,0.1467,0.236,0.329,0.3202,0.3383,0.1515
730,1.2362,0.57,0.0155,4,0.57,0.1463,0.3801,0.43,0.1397,0.2255,0.329,0.3202,0.3383,0.1515
730,1.2543,0.59,0.0155,4,0.5899,0.1559,0.3965,0.41,0.1329,0.2151,0.329,0.3202,0.3383,0.1515
730,1.2761,0.61,0.0155,4,0.61,0.1678,0.4162,0.39,0.1252,0.2032,0.329,0.3202,0.3383,0.1515
730,1.2947,0.63,0.0155,4,0.63,0.1783,0.433,0.37,0.1189,0.1935,0.329,0.3202,0.3383,0.1515
730,1.3164,0.65,0.0155,4,0.65,0.191,0.4527,0.35,0.1119,0.1828,0.329,0.3202,0.3383,0.1515
730,1.3393,0.67,0.0155,4,0.67,0.2048,0.4734,0.33,0.1049,0.1721,0.329,0.3202,0.3383,0.1515
730,1.3608,0.69,0.0155,4,0.69,0.2181,0.4929,0.31,0.0988,0.1626,0.329,0.3202,0.3383,0.1515
730,1.3839,0.71,0.0155,4,0.71,0.2329,0.5138,0.29,0.0927,0.153,0.329,0.3202,0.3383,0.1515
730,1.4091,0.73,0.0155,4,0.73,0.2494,0.5366,0.27,0.0864,0.1432,0.329,0.3202,0.3383,0.1515
730,1.4343,0.75,0.0155,4,0.75,0.2664,0.5594,0.25,0.0806,0.134,0.329,0.3202,0.3383,0.1515
730,1.4657,0.77,0.0155,4,0.77,0.288,0.5877,0.23,0.0739,0.1235,0.329,0.3202,0.3383,0.1515
730,1.5,0.79,0.0155,4,0.7898,0.3124,0.6188,0.2095,0.0672,0.1128,0.329,0.3202,0.3383,0.1515
730,1.5345,0.81,0.0155,4,0.81,0.3376,0.65,0.19,0.0611,0.1032,0.329,0.3202,0.3383,0.1515
730,1.5688,0.83,0.0155,4,0.83,0.3632,0.6811,0.17,0.0557,0.0944,0.329,0.3202,0.3383,0.1515
730,1.6119,0.85,0.0155,4,0.85,0.396,0.72,0.15,0.0496,0.0845,0.329,0.3202,0.3383,0.1515
730,1.6619,0.87,0.0155,4,0.8699,0.4351,0.7653,0.13,0.0434,0.0745,0.329,0.3202,0.3383,0.1515
730,1.7199,0.89,0.0155,4,0.89,0.4815,0.8178,0.11,0.0373,0.0644,0.329,0.3202,0.3383,0.1515
730,1.7996,0.91,0.0155,4,0.9099,0.5466,0.8899,0.09,0.0304,0.0531,0.329,0.3202,0.3383,0.1515
730,1.8953,0.93,0.0155,4,0.93,0.6267,0.9765,0.07,0.0237,0.0424,0.329,0.3202,0.3383,0.1515
730,2.0377,0.95,0.0155,4,0.95,0.7482,1.1054,0.05,0.0164,0.0306,0.329,0.3202,0.3383,0.1515
730,2.2572,0.97,0.0155,4,0.97,0.9393,1.304,0.03,0.0089,0.0185,0.329,0.3202,0.3383,0.1515
730,2.653,0.99,0.0155,4,0.99,1.2912,1.6621,0.01,0.0027,0.0072,0.329,0.3202,0.3383,0.1515
730,0.4089,0.01,0.0171,5,0.01,0.0012,0.0046,0.99,0.7381,0.9514,0.3437,0.3276,0.3615,0.1398
730,0.5466,0.03,0.0171,5,0.03,0.0035,0.0131,0.97,0.616,0.827,0.3437,0.3276,0.3615,0.1398
730,0.623,0.05,0.0171,5,0.05,0.0063,0.0222,0.95,0.5497,0.7579,0.3437,0.3276,0.3615,0.1398
730,0.6785,0.07,0.0171,5,0.0699,0.0093,0.0319,0.9299,0.5025,0.7078,0.3437,0.3276,0.3615,0.1398
730,0.7261,0.09,0.0171,5,0.09,0.0127,0.0429,0.91,0.4629,0.6647,0.3437,0.3276,0.3615,0.1398
730,0.7667,0.11,0.0171,5,0.11,0.0164,0.0545,0.8899,0.4299,0.6281,0.3437,0.3276,0.3615,0.1398
730,0.8005,0.13,0.0171,5,0.13,0.0201,0.0662,0.87,0.403,0.5975,0.3437,0.3276,0.3615,0.1398
730,0.8311,0.15,0.0171,5,0.15,0.024,0.0784,0.85,0.3793,0.5699,0.3437,0.3276,0.3615,0.1398
730,0.8591,0.17,0.0171,5,0.17,0.028,0.0912,0.83,0.358,0.5445,0.3437,0.3276,0.3615,0.1398
730,0.8811,0.19,0.0171,5,0.19,0.0316,0.1024,0.8099,0.3417,0.5247,0.3437,0.3276,0.3615,0.1398
730,0.9031,0.21,0.0171,5,0.21,0.0356,0.1148,0.79,0.3258,0.5047,0.3437,0.3276,0.3615,0.1398
730,0.9252,0.23,0.0171,5,0.23,0.04,0.1283,0.77,0.3102,0.4848,0.3437,0.3276,0.3615,0.1398
730,0.945,0.25,0.0171,5,0.25,0.0444,0.1416,0.7499,0.2967,0.4669,0.3437,0.3276,0.3615,0.1398
730,0.9629,0.27,0.0171,5,0.27,0.0486,0.1546,0.73,0.2847,0.4507,0.3437,0.3276,0.3615,0.1398
730,0.9815,0.29,0.0171,5,0.29,0.0533,0.1692,0.71,0.2726,0.4339,0.3437,0.3276,0.3615,0.1398
730,1.0,0.31,0.0171,5,0.3091,0.0584,0.1847,0.688,0.261,0.4172,0.3437,0.3276,0.3615,0.1398
730,1.0172,0.33,0.0171,5,0.33,0.0634,0.2002,0.67,0.2505,0.4021,0.3437,0.3276,0.3615,0.1398
730,1.036,0.35,0.0171,5,0.35,0.0692,0.2173,0.65,0.2393,0.3858,0.3437,0.3276,0.3615,0.1398
730,1.0545,0.37,0.0171,5,0.37,0.0753,0.234,0.63,0.2286,0.3703,0.3437,0.3276,0.3615,0.1398
730,1.0735,0.39,0.0171,5,0.39,0.0819,0.2512,0.61,0.218,0.3548,0.3437,0.3276,0.3615,0.1398
730,1.0917,0.41,0.0171,5,0.41,0.0885,0.2676,0.59,0.2082,0.3403,0.3437,0.3276,0.3615,0.1398
730,1.1102,0.43,0.0171,5,0.43,0.0955,0.2844,0.57,0.1985,0.326,0.3437,0.3276,0.3615,0.1398
730,1.1278,0.45,0.0171,5,0.45,0.1026,0.3002,0.55,0.1897,0.3129,0.3437,0.3276,0.3615,0.1398
730,1.1446,0.47,0.0171,5,0.47,0.1096,0.3155,0.53,0.1815,0.3006,0.3437,0.3276,0.3615,0.1398
730,1.1632,0.49,0.0171,5,0.49,0.1177,0.3322,0.51,0.1728,0.2875,0.3437,0.3276,0.3615,0.1398
730,1.18,0.51,0.0171,5,0.51,0.1254,0.3474,0.49,0.1653,0.276,0.3437,0.3276,0.3615,0.1398
730,1.1976,0.53,0.0171,5,0.5299,0.1337,0.3634,0.47,0.1577,0.2644,0.3437,0.3276,0.3615,0.1398
730,1.2142,0.55,0.0171,5,0.55,0.1419,0.3784,0.45,0.1508,0.2538,0.3437,0.3276,0.3615,0.1398
730,1.2324,0.57,0.0171,5,0.57,0.1511,0.3949,0.43,0.1436,0.2427,0.3437,0.3276,0.3615,0.1398
730,1.25,0.59,0.0171,5,0.5899,0.1604,0.4107,0.41,0.137,0.2324,0.3437,0.3276,0.3615,0.1398
730,1.2678,0.61,0.0171,5,0.61,0.1701,0.4268,0.39,0.1306,0.2223,0.3437,0.3276,0.3615,0.1398
730,1.2879,0.63,0.0171,5,0.63,0.1814,0.445,0.37,0.1238,0.2114,0.3437,0.3276,0.3615,0.1398
730,1.3099,0.65,0.0171,5,0.65,0.1943,0.4649,0.35,0.1167,0.2,0.3437,0.3276,0.3615,0.1398
730,1.3329,0.67,0.0171,5,0.67,0.2081,0.4857,0.33,0.1098,0.1888,0.3437,0.3276,0.3615,0.1398
730,1.3567,0.69,0.0171,5,0.6899,0.2228,0.5072,0.31,0.103,0.1779,0.3437,0.3276,0.3615,0.1398
730,1.3811,0.71,0.0171,5,0.71,0.2383,0.5292,0.29,0.0964,0.1673,0.3437,0.3276,0.3615,0.1398
730,1.4071,0.73,0.0171,5,0.73,0.2553,0.5527,0.27,0.09,0.1567,0.3437,0.3276,0.3615,0.1398
730,1.4318,0.75,0.0171,5,0.75,0.272,0.575,0.25,0.0843,0.1473,0.3437,0.3276,0.3615,0.1398
730,1.463,0.77,0.0171,5,0.77,0.2936,0.6033,0.23,0.0776,0.1364,0.3437,0.3276,0.3615,0.1398
730,1.4966,0.79,0.0171,5,0.79,0.3174,0.6336,0.21,0.0711,0.1256,0.3437,0.3276,0.3615,0.1398
730,1.5294,0.81,0.0171,5,0.81,0.3412,0.6633,0.19,0.0652,0.116,0.3437,0.3276,0.3615,0.1398
730,1.5657,0.83,0.0171,5,0.83,0.3682,0.6961,0.17,0.0595,0.1063,0.3437,0.3276,0.3615,0.1398
730,1.6139,0.85,0.0171,5,0.85,0.405,0.7397,0.15,0.0527,0.0947,0.3437,0.3276,0.3615,0.1398
730,1.6731,0.87,0.0171,5,0.87,0.4512,0.7932,0.13,0.0454,0.0825,0.3437,0.3276,0.3615,0.1398
730,1.7357,0.89,0.0171,5,0.89,0.5012,0.8498,0.11,0.0388,0.0714,0.3437,0.3276,0.3615,0.1398
730,1.8093,0.91,0.0171,5,0.91,0.5612,0.9163,0.09,0.0323,0.0604,0.3437,0.3276,0.3615,0.1398
730,1.9077,0.93,0.0171,5,0.93,0.6434,1.0053,0.07,0.0254,0.0485,0.3437,0.3276,0.3615,0.1398
730,2.0279,0.95,0.0171,5,0.95,0.7458,1.1139,0.05,0.0192,0.037,0.3437,0.3276,0.3615,0.1398
730,2.2174,0.97,0.0171,5,0.97,0.9106,1.2852,0.03,0.0127,0.0245,0.3437,0.3276,0.3615,0.1398
730,2.6366,0.99,0.0171,5,0.99,1.283,1.6641,0.01,0.0062,0.0112,0.3437,0.3276,0.3615,0.1398
730,0.4075,0.01,0.0187,6,0.01,0.001,0.0044,0.9899,0.747,0.9751,0.3639,0.3573,0.3707,0.1392
730,0.5432,0.03,0.0187,6,0.03,0.0033,0.0138,0.9699,0.6265,0.8524,0.3639,0.3573,0.3707,0.1392
730,0.6139,0.05,0.0187,6,0.05,0.0059,0.023,0.95,0.5651,0.7885,0.3639,0.3573,0.3707,0.1392
730,0.6668,0.07,0.0187,6,0.07,0.0087,0.0329,0.93,0.5202,0.7407,0.3639,0.3573,0.3707,0.1392
730,0.7071,0.09,0.0187,6,0.09,0.0116,0.0426,0.91,0.4866,0.7042,0.3639,0.3573,0.3707,0.1392
730,0.7492,0.11,0.0187,6,0.11,0.0155,0.055,0.89,0.4523,0.666,0.3639,0.3573,0.3707,0.1392
730,0.7828,0.13,0.0187,6,0.13,0.0191,0.0668,0.87,0.4257,0.6357,0.3639,0.3573,0.3707,0.1392
730,0.8112,0.15,0.0187,6,0.15,0.0227,0.0784,0.85,0.4036,0.61,0.3639,0.3573,0.3707,0.1392
730,0.8359,0.17,0.0187,6,0.17,0.0263,0.0896,0.83,0.3848,0.5877,0.3639,0.3573,0.3707,0.1392
730,0.859,0.19,0.0187,6,0.19,0.0301,0.1012,0.81,0.3677,0.5668,0.3639,0.3573,0.3707,0.1392
730,0.8826,0.21,0.0187,6,0.21,0.0344,0.1142,0.79,0.3506,0.5454,0.3639,0.3573,0.3707,0.1392
730,0.9016,0.23,0.0187,6,0.23,0.0382,0.1255,0.77,0.3372,0.5282,0.3639,0.3573,0.3707,0.1392
730,0.9235,0.25,0.0187,6,0.25,0.043,0.1395,0.75,0.3222,0.5084,0.3639,0.3573,0.3707,0.1392
730,0.9422,0.27,0.0187,6,0.27,0.0474,0.1524,0.73,0.3097,0.4915,0.3639,0.3573,0.3707,0.1392
730,0.9589,0.29,0.0187,6,0.29,0.0517,0.1647,0.71,0.2989,0.4764,0.3639,0.3573,0.3707,0.1392
730,0.9777,0.31,0.0187,6,0.31,0.0568,0.1794,0.6899,0.287,0.4594,0.3639,0.3573,0.3707,0.1392
730,0.9969,0.33,0.0187,6,0.33,0.0624,0.1956,0.67,0.2752,0.442,0.3639,0.3573,0.3707,0.1392
730,1.0145,0.35,0.0187,6,0.35,0.0678,0.2113,0.65,0.2647,0.4265,0.3639,0.3573,0.3707,0.1392
730,1.0351,0.37,0.0187,6,0.3699,0.0746,0.23,0.6299,0.2528,0.4087,0.3639,0.3573,0.3707,0.1392
730,1.0524,0.39,0.0187,6,0.39,0.0806,0.2457,0.61,0.2431,0.3941,0.3639,0.3573,0.3707,0.1392
730,1.0727,0.41,0.0187,6,0.41,0.0879,0.264,0.59,0.2322,0.3775,0.3639,0.3573,0.3707,0.1392
730,1.0923,0.43,0.0187,6,0.43,0.0955,0.2818,0.57,0.2219,0.3618,0.3639,0.3573,0.3707,0.1392
730,1.1106,0.45,0.0187,6,0.45,0.1028,0.2982,0.55,0.2127,0.3478,0.3639,0.3573,0.3707,0.1392
730,1.1287,0.47,0.0187,6,0.47,0.1104,0.3147,0.53,0.2039,0.3342,0.3639,0.3573,0.3707,0.1392
730,1.1489,0.49,0.0187,6,0.49,0.1192,0.333,0.51,0.1945,0.3196,0.3639,0.3573,0.3707,0.1392
730,1.1682,0.51,0.0187,6,0.51,0.128,0.3504,0.49,0.1858,0.3062,0.3639,0.3573,0.3707,0.1392
730,1.1867,0.53,0.0187,6,0.53,0.1367,0.3672,0.47,0.1778,0.2938,0.3639,0.3573,0.3707,0.1392
730,1.2081,0.55,0.0187,6,0.55,0.1472,0.3865,0.45,0.169,0.28,0.3639,0.3573,0.3707,0.1392
730,1.2293,0.57,0.0187,6,0.57,0.1581,0.4057,0.43,0.1606,0.2669,0.3639,0.3573,0.3707,0.1392
730,1.2494,0.59,0.0187,6,0.59,0.1686,0.4238,0.41,0.1531,0.255,0.3639,0.3573,0.3707,0.1392
730,1.2684,0.61,0.0187,6,0.61,0.179,0.441,0.39,0.1462,0.2443,0.3639,0.3573,0.3707,0.1392
730,1.2899,0.63,0.0187,6,0.63,0.1912,0.4605,0.37,0.1389,0.2327,0.3639,0.3573,0.3707,0.1392
730,1.3119,0.65,0.0187,6,0.65,0.204,0.4804,0.35,0.1318,0.2214,0.3639,0.3573,0.3707,0.1392
730,1.3333,0.67,0.0187,6,0.6694,0.2169,0.4998,0.3298,0.1253,0.2109,0.3639,0.3573,0.3707,0.1392
730,1.3555,0.69,0.0187,6,0.6899,0.2306,0.5199,0.3099,0.119,0.2006,0.3639,0.3573,0.3707,0.1392
730,1.383,0.71,0.0187,6,0.71,0.2481,0.5447,0.29,0.1116,0.1887,0.3639,0.3573,0.3707,0.1392
730,1.4138,0.73,0.0187,6,0.73,0.2683,0.5726,0.27,0.1039,0.1762,0.3639,0.3573,0.3707,0.1392
730,1.441,0.75,0.0187,6,0.7499,0.2866,0.5972,0.25,0.0976,0.1659,0.3639,0.3573,0.3707,0.1392
730,1.4719,0.77,0.0187,6,0.77,0.308,0.6251,0.23,0.0911,0.155,0.3639,0.3573,0.3707,0.1392
730,1.5034,0.79,0.0187,6,0.79,0.3303,0.6536,0.21,0.0849,0.1447,0.3639,0.3573,0.3707,0.1392
730,1.5449,0.81,0.0187,6,0.8099,0.3606,0.6912,0.19,0.0776,0.1324,0.3639,0.3573,0.3707,0.1392
730,1.5917,0.83,0.0187,6,0.83,0.3954,0.7335,0.17,0.0701,0.1199,0.3639,0.3573,0.3707,0.1392
730,1.6447,0.85,0.0187,6,0.85,0.4359,0.7815,0.15,0.0627,0.1075,0.3639,0.3573,0.3707,0.1392
730,1.7113,0.87,0.0187,6,0.87,0.488,0.8417,0.13,0.0545,0.0939,0.3639,0.3573,0.3707,0.1392
730,1.7755,0.89,0.0187,6,0.8899,0.5393,0.8998,0.11,0.0477,0.0825,0.3639,0.3573,0.3707,0.1392
730,1.8682,0.91,0.0187,6,0.91,0.6151,0.9837,0.09,0.0396,0.0688,0.3639,0.3573,0.3707,0.1392
730,1.9868,0.93,0.0187,6,0.9299,0.7142,1.091,0.07,0.0314,0.055,0.3639,0.3573,0.3707,0.1392
730,2.1455,0.95,0.0187,6,0.95,0.8495,1.2346,0.05,0.0231,0.0414,0.3639,0.3573,0.3707,0.1392
730,2.3858,0.97,0.0187,6,0.97,1.0588,1.4519,0.03,0.0151,0.0275,0.3639,0.3573,0.3707,0.1392
730,2.9475,0.99,0.0187,6,0.9899,1.5583,1.9601,0.01,0.0064,0.0115,0.3639,0.3573,0.3707,0.1392
730,0.3399,0.01,0.0206,7,0.01,0.0009,0.0037,0.99,0.8215,1.0692,0.3897,0.3815,0.3982,0.1383
730,0.505,0.03,0.0206,7,0.03,0.0037,0.0132,0.97,0.6747,0.9196,0.3897,0.3815,0.3982,0.1383
730,0.5878,0.05,0.0206,7,0.05,0.0067,0.0229,0.95,0.6026,0.8445,0.3897,0.3815,0.3982,0.1383
730,0.6472,0.07,0.0206,7,0.07,0.01,0.0331,0.9299,0.5519,0.7906,0.3897,0.3815,0.3982,0.1383
730,0.6933,0.09,0.0206,7,0.09,0.0133,0.0436,0.91,0.5135,0.7489,0.3897,0.3815,0.3982,0.1383
730,0.7321,0.11,0.0206,7,0.11,0.0168,0.0546,0.89,0.4818,0.7136,0.3897,0.3815,0.3982,0.1383
730,0.767,0.13,0.0206,7,0.13,0.0206,0.0664,0.8699,0.4539,0.682,0.3897,0.3815,0.3982,0.1383
730,0.7981,0.15,0.0206,7,0.15,0.0245,0.0784,0.85,0.4297,0.6538,0.3897,0.3815,0.3982,0.1383
730,0.8247,0.17,0.0206,7,0.17,0.0284,0.0901,0.83,0.4094,0.6296,0.3897,0.3815,0.3982,0.1383
730,0.852,0.19,0.0206,7,0.19,0.0328,0.1034,0.8099,0.3891,0.6049,0.3897,0.3815,0.3982,0.1383
730,0.871,0.21,0.0206,7,0.2099,0.0363,0.1136,0.79,0.3753,0.5877,0.3897,0.3815,0.3982,0.1383
730,0.8911,0.23,0.0206,7,0.23,0.0403,0.1253,0.77,0.3611,0.5695,0.3897,0.3815,0.3982,0.1383
730,0.9113,0.25,0.0206,7,0.25,0.0447,0.1379,0.7499,0.3472,0.5512,0.3897,0.3815,0.3982,0.1383
730,0.9307,0.27,0.0206,7,0.27,0.0493,0.1509,0.73,0.3342,0.5336,0.3897,0.3815,0.3982,0.1383
730,0.95,0.29,0.0206,7,0.29,0.0542,0.1648,0.7099,0.3216,0.5161,0.3897,0.3815,0.3982,0.1383
730,0.9698,0.31,0.0206,7,0.31,0.0595,0.18,0.69,0.309,0.4982,0.3897,0.3815,0.3982,0.1383
730,0.9887,0.33,0.0206,7,0.33,0.0651,0.1955,0.67,0.2973,0.481,0.3897,0.3815,0.3982,0.1383
730,1.0106,0.35,0.0206,7,0.3499,0.0718,0.2148,0.6499,0.2842,0.4613,0.3897,0.3815,0.3982,0.1383
730,1.0298,0.37,0.0206,7,0.37,0.0781,0.2322,0.63,0.2731,0.4445,0.3897,0.3815,0.3982,0.1383
730,1.0495,0.39,0.0206,7,0.39,0.0849,0.25,0.61,0.2621,0.4277,0.3897,0.3815,0.3982,0.1383
730,1.068,0.41,0.0206,7,0.4099,0.0916,0.2669,0.5899,0.252,0.4122,0.3897,0.3815,0.3982,0.1383
730,1.0896,0.43,0.0206,7,0.43,0.0999,0.2864,0.57,0.2407,0.3948,0.3897,0.3815,0.3982,0.1383
730,1.1098,0.45,0.0206,7,0.45,0.108,0.3047,0.55,0.2305,0.3789,0.3897,0.3815,0.3982,0.1383
730,1.1293,0.47,0.0206,7,0.47,0.1161,0.3224,0.5299,0.2209,0.364,0.3897,0.3815,0.3982,0.1383
730,1.1492,0.49,0.0206,7,0.49,0.1249,0.3405,0.5099,0.2116,0.3493,0.3897,0.3815,0.3982,0.1383
730,1.1689,0.51,0.0206,7,0.51,0.1338,0.3583,0.49,0.2027,0.3353,0.3897,0.3815,0.3982,0.1383
730,1.1883,0.53,0.0206,7,0.53,0.143,0.3759,0.47,0.1943,0.3221,0.3897,0.3815,0.3982,0.1383
730,1.2096,0.55,0.0206,7,0.55,0.1535,0.3952,0.45,0.1855,0.3082,0.3897,0.3815,0.3982,0.1383
730,1.2316,0.57,0.0206,7,0.5699,0.1648,0.4152,0.43,0.1767,0.2943,0.3897,0.3815,0.3982,0.1383
730,1.255,0.59,0.0206,7,0.59,0.1771,0.4365,0.41,0.1679,0.2803,0.3897,0.3815,0.3982,0.1383
730,1.2792,0.61,0.0206,7,0.61,0.1903,0.4583,0.39,0.1592,0.2666,0.3897,0.3815,0.3982,0.1383
730,1.306,0.63,0.0206,7,0.63,0.2055,0.4827,0.3699,0.15,0.2521,0.3897,0.3815,0.3982,0.1383
730,1.3302,0.65,0.0206,7,0.6499,0.2196,0.5046,0.35,0.1422,0.2398,0.3897,0.3815,0.3982,0.1383
730,1.3574,0.67,0.0206,7,0.67,0.236,0.5293,0.33,0.1339,0.2266,0.3897,0.3815,0.3982,0.1383
730,1.3866,0.69,0.0206,7,0.69,0.254,0.5557,0.31,0.1255,0.2133,0.3897,0.3815,0.3982,0.1383
730,1.4124,0.71,0.0206,7,0.71,0.2705,0.5791,0.29,0.1186,0.2021,0.3897,0.3815,0.3982,0.1383
730,1.4422,0.73,0.0206,7,0.73,0.2901,0.6062,0.27,0.1111,0.19,0.3897,0.3815,0.3982,0.1383
730,1.4715,0.75,0.0206,7,0.75,0.3098,0.6327,0.25,0.1043,0.1788,0.3897,0.3815,0.3982,0.1383
730,1.5071,0.77,0.0206,7,0.77,0.3345,0.665,0.23,0.0967,0.1662,0.3897,0.3815,0.3982,0.1383
730,1.5485,0.79,0.0206,7,0.79,0.364,0.7026,0.21,0.0886,0.1527,0.3897,0.3815,0.3982,0.1383
730,1.5917,0.81,0.0206,7,0.8099,0.3955,0.7418,0.19,0.0809,0.1399,0.3897,0.3815,0.3982,0.1383
730,1.6311,0.83,0.0206,7,0.83,0.4249,0.7775,0.17,0.0746,0.1294,0.3897,0.3815,0.3982,0.1383
730,1.6828,0.85,0.0206,7,0.85,0.4645,0.8244,0.15,0.0673,0.1169,0.3897,0.3815,0.3982,0.1383
730,1.7409,0.87,0.0206,7,0.87,0.5101,0.8771,0.13,0.0602,0.1046,0.3897,0.3815,0.3982,0.1383
730,1.8144,0.89,0.0206,7,0.89,0.569,0.9437,0.11,0.0525,0.0913,0.3897,0.3815,0.3982,0.1383
730,1.9141,0.91,0.0206,7,0.91,0.6508,1.0341,0.09,0.0438,0.0765,0.3897,0.3815,0.3982,0.1383
730,2.0385,0.93,0.0206,7,0.9299,0.7549,1.1469,0.07,0.0352,0.062,0.3897,0.3815,0.3982,0.1383
730,2.2045,0.95,0.0206,7,0.95,0.8969,1.2974,0.05,0.0266,0.0476,0.3897,0.3815,0.3982,0.1383
730,2.4803,0.97,0.0206,7,0.97,1.1378,1.5476,0.03,0.0174,0.0318,0.3897,0.3815,0.3982,0.1383
